00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 01 07 07 07 07 07 07 07 03 00 00 00 00 00 00 00 00 00 01 07 03 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 05 08 08 08 08 08 08 08 06 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 05 08 08 04 04 04 04 08 06 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 05 08 06 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 09 04 02 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 05 08 06 07 07 07 07 07 03 00 00 00 00 00 01 07 07 07 11 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 05 08 08 08 08 08 08 08 06 00 00 00 00 00 05 08 08 08 08 08 06 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 09 04 04 04 04 04 04 04 02 00 00 00 00 00 09 04 04 04 04 04 02 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 000 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
